Symbol,Last,Volume,Time,%Chg,"Market Cap","P/E ttm","52W %Chg"
CCRN,27.29,257100,2021-12-23,+1.26%,1037129000,14.57,+204.92%
CCS,79.51,139400,2021-12-23,-0.93%,2684337000,6.25,+72.59%
CCSI,58.53,36500,2021-12-23,+1.65%,1164922000,0,N/A
CCXI,37.72,885700,2021-12-23,+3.26%,2636628000,0,-39.13%
CDAK,12.02,50800,2021-12-23,-2.28%,268839000,0,-48.21%
CDE,5.17,2261100,2021-12-23,-0.19%,1328452000,39.85,-46.65%
CDEV,6.17,2591600,2021-12-23,-1.28%,1752848000,69.44,+271.69%
CDLX,66.25,271800,2021-12-23,+1.69%,2204071000,0,-54.23%
CDMO,29.54,361900,2021-12-23,+3.61%,1819103000,203.64,+156.65%
CDNA,44.93,325600,2021-12-23,+0.07%,2372394000,0,-41.21%
CDXC,4.13,142600,2021-12-23,+0.49%,282042000,0,-18.86%
CDXS,33.4,1108600,2021-12-23,+4.70%,2166825000,0,+46.56%
CDZI,4,196400,2021-12-23,-1.72%,174624000,0,-61.20%
CECE,6.29,48800,2021-12-23,+2.28%,225239000,17.57,-7.23%
CEIX,24.33,276000,2021-12-23,-2.33%,838898000,13.18,+260.44%
CELC,13.98,41200,2021-12-23,-0.85%,208498000,0,+43.98%
CELH,74.6,650100,2021-12-23,+5.23%,5581200000,644.45,+73.49%
CENT,51.51,26800,2021-12-23,+0.43%,2840725000,17.63,+38.43%
CENTA,46.83,85300,2021-12-23,-0.15%,2582627000,16.12,+34.07%
CENX,16.77,1862200,2021-12-23,-0.42%,1511463000,0,+57.02%
CERE,34.94,432600,2021-12-23,+3.43%,5144426000,0,+102.67%
CERS,6.95,1062900,2021-12-23,+0.72%,1197249000,0,-14.93%
CEVA,44.38,62400,2021-12-23,+0.59%,1019586000,630.29,+9.01%
CFB,15.36,172300,2021-12-23,+1.39%,782116000,13.9,+41.31%
CFFN,11.37,220300,2021-12-23,-0.09%,1578656000,20.32,-8.01%
CGEM,16.7,199400,2021-12-23,-0.36%,729540000,0,N/A
CHCO,81.18,55000,2021-12-23,+0.71%,1227279000,14.58,+18.03%
CHCT,45.43,40300,2021-12-23,-0.35%,1134977000,20.08,-2.72%
CHEF,32.57,93600,2021-12-23,+1.24%,1233882000,0,+29.86%
CHK,63.18,959400,2021-12-23,+1.23%,7398758000,0,N/A
CHRS,17.78,450400,2021-12-23,-0.56%,1365237000,0,+4.10%
CHS,4.95,950100,2021-12-23,-0.40%,606583000,0,+219.35%
CHUY,29.75,160800,2021-12-23,+0.88%,589110000,17.55,+8.14%
CHX,20.63,980500,2021-12-23,-0.19%,4168704000,50.41,+36.80%
CIA,5.76,25600,2021-12-23,+0.70%,286785000,0,-1.54%
CIM,15.46,1333100,2021-12-23,+0.32%,3662242000,9.57,+45.44%
CIO,19.29,243300,2021-12-23,+0.16%,840157000,14.59,+108.09%
CIR,27.35,63700,2021-12-23,+5.03%,554056000,14.88,-25.09%
CIT,53.61,508900,2021-12-23,+0.92%,5316503000,6.72,+43.42%
CIVB,24.57,15400,2021-12-23,+1.53%,369189000,9.49,+42.60%
CIVI,48.07,710400,2021-12-23,-2.46%,1483488000,13.04,+134.49%
CIX,22.51,4400,2021-12-23,+0.40%,279259000,17.94,+55.35%
CLAR,26.67,111600,2021-12-23,+1.45%,986470000,23.06,+71.62%
CLBK,20.69,100900,2021-12-23,+0.53%,2198954000,23.93,+35.23%
CLDT,13.71,184700,2021-12-23,-0.80%,668609000,0,+21.11%
CLDX,42,431600,2021-12-23,+4.32%,1959888000,0,+151.65%
CLFD,78.54,188500,2021-12-23,+5.08%,1078511000,50.84,+210.56%
CLNE,6.56,1882100,2021-12-23,+0.77%,1463457000,0,-20.29%
CLNN,4.37,134200,2021-12-23,+2.10%,271831000,0,N/A
CLPR,9.63,42900,2021-12-23,0.00%,154687000,28.32,+50.23%
CLPT,11.76,150200,2021-12-23,-0.68%,278006000,0,-18.62%
CLSK,11.91,1835800,2021-12-23,+5.77%,493646000,0,-49.10%
CLVS,3.17,2821100,2021-12-23,+0.63%,412033000,0,-35.83%
CLW,36.06,79900,2021-12-23,-0.25%,601805000,22.31,-2.93%
CMBM,26.02,135900,2021-12-23,+3.38%,693329000,15.35,-4.06%
CMC,35.08,611900,2021-12-23,+1.62%,4265553000,9.75,+75.58%
CMCO,45.32,47100,2021-12-23,+1.27%,1288901000,20.43,+14.24%
CMP,51.8,282200,2021-12-23,+0.54%,1763220000,54.81,-16.67%
CMPR,69.78,58600,2021-12-23,+0.97%,1820908000,0,-19.39%
CMRE,12.2,768500,2021-12-23,+0.08%,1505724000,7.13,+51.55%
CMRX,7.18,2053800,2021-12-23,+9.45%,623669000,0,+39.96%
CMTL,24.16,171500,2021-12-23,+0.67%,636544000,39.34,+17.74%
CNDT,5.36,716800,2021-12-23,+1.71%,1140576000,7.12,+6.99%
CNK,17.43,1567300,2021-12-23,+0.58%,2085081000,0,+5.13%
CNMD,142.02,124600,2021-12-23,+1.53%,4153658000,46.94,+26.40%
CNNE,36.14,705200,2021-12-23,+2.44%,3213316000,0,-17.64%
CNO,23.96,396000,2021-12-23,+0.55%,2954580000,9.53,+5.83%
CNOB,32.14,73300,2021-12-23,+0.12%,1272808000,10.46,+64.31%
CNR,16.43,574200,2021-12-23,+1.80%,2073778000,14.03,+65.96%
CNS,89.96,118200,2021-12-23,-0.32%,4341199000,25.42,+21.81%
CNSL,7.86,240700,2021-12-23,+1.03%,776206000,14.96,+61.73%
CNTY,12.74,75000,2021-12-23,+0.71%,377295000,16.87,+96.30%
CNVY,8.01,258700,2021-12-23,+1.39%,586284000,0,N/A
CNX,14.02,1922500,2021-12-23,+1.23%,2961024000,9.3,+18.81%
CNXN,44.14,80300,2021-12-23,+1.49%,1156865000,17.9,-1.05%
COGT,8.72,254600,2021-12-23,+2.47%,347501000,0,-31.34%
COHU,38.01,281700,2021-12-23,-0.52%,1850630000,12.95,-1.40%
COKE,593.5,19800,2021-12-23,-1.20%,5563291000,19.11,+120.62%
COLB,32.34,407500,2021-12-23,+0.87%,2539240000,10.48,-6.61%
COLL,19.46,202300,2021-12-23,+1.25%,672713000,17.47,+2.96%
CONN,20.25,289700,2021-12-23,+1.05%,597719000,4.68,+61.35%
COOK,12.64,1114100,2021-12-23,-2.32%,1485807000,0,N/A
COOP,41.65,620800,2021-12-23,+0.56%,3128873000,4.21,+34.57%
CORT,19.85,1891400,2021-12-23,+0.10%,2291722000,23.89,-27.29%
COUR,25.09,1346300,2021-12-23,+3.94%,3527403000,0,N/A
COWN,36.41,205000,2021-12-23,+0.83%,993520000,3.08,+35.45%
CPE,48.95,1100700,2021-12-23,+1.03%,2733857000,7.01,+247.66%
CPF,27.72,99900,2021-12-23,+0.29%,775245000,11.19,+44.60%
CPK,141.73,23900,2021-12-23,+0.30%,2495015000,30.13,+32.87%
CPLG,15.67,1793300,2021-12-23,0.00%,915833000,27.98,+135.99%
CPRX,7.18,837900,2021-12-23,+2.72%,740387000,15.89,+109.94%
CPS,20.8,89900,2021-12-23,+5.48%,353413000,0,-43.25%
CPSI,29.25,60200,2021-12-23,+0.48%,428454000,17.43,+6.60%
CRAI,92.25,21700,2021-12-23,-0.42%,685150000,17.51,+84.50%
CRBU,16.17,527600,2021-12-23,+3.39%,973305000,0,N/A
CRC,41.65,523400,2021-12-23,+0.63%,3348368000,0,+95.36%
CRD.A,7.51,16400,2021-12-23,+0.13%,398173000,8.62,+0.27%
CRDF,6.45,797000,2021-12-23,+7.32%,255110000,0,-65.96%
CRIS,5.18,1082100,2021-12-23,+3.39%,474535000,0,-35.57%
CRK,8.46,2938200,2021-12-23,-2.42%,1970546000,9.13,+80.77%
CRMD,4.98,180100,2021-12-23,+1.63%,189668000,0,-41.13%
CRMT,102.82,64200,2021-12-23,-0.69%,669254000,6.49,-5.79%
CRNC,78.92,718800,2021-12-23,+9.25%,3041418000,49.82,-27.03%
CRNX,26.51,221500,2021-12-23,+2.12%,1259225000,0,+91.55%
CROX,123.53,9532899,2021-12-23,-11.63%,7269370000,19.28,+91.25%
CRS,28.98,257300,2021-12-23,+0.28%,1396459000,0,+1.65%
CRSR,22.38,693700,2021-12-23,+0.77%,2111419000,14.61,-42.36%
CRTX,13.28,1013700,2021-12-23,+3.43%,396780000,0,-54.98%
CRVL,198.29,20300,2021-12-23,+0.90%,3513697000,60.66,+87.05%
CRY,20.35,120200,2021-12-23,+2.11%,800366000,62.28,-14.21%
CSGS,57.84,106500,2021-12-23,+0.10%,1888244000,19.72,+28.99%
CSII,19.86,512200,2021-12-23,+2.80%,805343000,0,-54.30%
CSLT,1.51,335200,2021-12-23,+0.67%,244818000,0,+17.05%
CSPR,6.67,755800,2021-12-23,-0.15%,277625000,0,-6.06%
CSR,107.91,49000,2021-12-23,-1.52%,1541063000,28.09,+54.71%
CSSE,14.46,113500,2021-12-23,-2.69%,237448000,0,-27.34%
CSTE,11.22,43400,2021-12-23,+1.63%,386383000,15.33,+3.03%
CSTL,42.58,120000,2021-12-23,+0.31%,1077274000,0,-41.00%
CSTM,18.01,237900,2021-12-23,+1.75%,2520734000,8.51,+32.04%
CSTR,20.37,23400,2021-12-23,+1.29%,451542000,9.35,+44.78%
CSV,62.66,255200,2021-12-23,-0.67%,1043414000,22.21,+105.51%
CSWI,117.01,17800,2021-12-23,+0.54%,1848289000,28.59,+5.22%
CTBI,43.25,34300,2021-12-23,+0.53%,771710000,9.06,+16.96%
CTKB,17.26,195400,2021-12-23,+1.23%,2308111000,0,N/A
CTLP,8.14,98800,2021-12-23,+0.37%,577680000,0,-27.64%
CTMX,4.22,2034200,2021-12-23,+4.20%,275351000,0,-45.12%
CTO,59.76,58400,2021-12-23,+2.00%,356301000,0,+50.57%
CTOS,8.04,238500,2021-12-23,+4.55%,1988340000,0,+9.99%
CTRE,22.43,427500,2021-12-23,-0.49%,2176450000,15.33,+0.04%
CTRN,76.36,163400,2021-12-23,+2.72%,649090000,10.01,+61.88%
CTS,36.32,68000,2021-12-23,+1.28%,1170412000,19.18,+6.70%
CTSO,4.45,369700,2021-12-23,+2.77%,193468000,0,-47.46%
CTT,8.6,201700,2021-12-23,+0.35%,420437000,19.04,-6.01%
CTXR,1.68,1153000,2021-12-23,+1.82%,245330000,0,+52.73%
CUBI,62.97,430600,2021-12-23,+1.43%,2040983000,7.05,+252.18%
CUE,12.44,380500,2021-12-23,+6.14%,395107000,0,-4.75%
CURI,6.44,785200,2021-12-23,+2.06%,338873000,0,-52.12%
CURO,16.57,101000,2021-12-23,+0.55%,670289000,13.85,+19.99%
CURV,10.14,653700,2021-12-23,+1.20%,1116333000,0,N/A
CUTR,39.29,222100,2021-12-23,+2.24%,705531000,93.73,+78.43%
CVBF,21.52,428400,2021-12-23,+0.89%,2916434000,13.42,+10.13%
CVCO,302.73,31600,2021-12-23,+0.03%,2778245000,25.63,+67.98%
CVET,19.8,441300,2021-12-23,+0.81%,2728104000,196.4,-37.11%
CVGI,7.55,152600,2021-12-23,+1.89%,248984000,9.26,-10.76%
CVGW,42.12,99300,2021-12-23,-1.03%,744808000,121.6,-40.88%
CVI,16.22,347400,2021-12-23,-0.37%,1630596000,0,+8.57%
CVLG,24.08,59700,2021-12-23,+1.47%,402569000,7.53,+52.69%
CVLT,68.14,161000,2021-12-23,-0.71%,3100983000,77.11,+20.64%
CVM,8.37,580800,2021-12-23,+3.46%,360144000,0,-37.58%
CVRX,12.18,74700,2021-12-23,+7.41%,247887000,0,N/A
CWEN,35.79,203700,2021-12-23,-0.33%,7224391000,39.9,+8.75%
CWE.A,33.27,109200,2021-12-23,+0.06%,N/A,N/A,+7.70%
CWH,39.56,642900,2021-12-23,+1.96%,3436221000,6.46,+35.95%
CWK,21.92,1006200,2021-12-23,+2.14%,4898441000,65.03,+47.11%
CWST,83.49,110300,2021-12-23,+0.40%,4291218000,97.84,+35.40%
CWT,69.36,209100,2021-12-23,-1.55%,3648891000,32.02,+31.51%
CXW,10.29,443500,2021-12-23,0.00%,1237733000,5.12,+52.90%
CYH,13.29,845600,2021-12-23,+0.53%,1755715000,5.9,+71.71%
CYRX,59.5,289500,2021-12-23,+0.59%,2754612000,0,+22.08%
CYT,10.68,128600,2021-12-23,+5.74%,377752000,0,N/A
CYTK,44.66,684200,2021-12-23,+1.45%,3746215000,0,+112.87%
CZNC,26.13,12200,2021-12-23,+0.81%,411574000,13.16,+36.09%
DAKT,5.08,180500,2021-12-23,+1.60%,230962000,35.71,+4.53%
DAN,22.5,388100,2021-12-23,+1.58%,3245265000,11.66,+14.16%
DAWN,15.83,69900,2021-12-23,+1.15%,980336000,0,N/A
DBD,8.89,341400,2021-12-23,+0.45%,696576000,7.56,-19.11%
DBI,14.5,708000,2021-12-23,+1.68%,1063633000,14.12,+99.72%
DBRG,8.1,2877600,2021-12-23,-1.10%,4164607000,0,+63.31%
DCO,45.78,20300,2021-12-23,+1.53%,545835000,14.83,-14.01%
DCOM,34.43,68500,2021-12-23,+0.38%,1392831000,9.42,+40.70%
DCPH,10.46,1301800,2021-12-23,+1.16%,611711000,0,-82.30%
DDD,22.02,1007200,2021-12-23,+0.32%,2812593000,439,+80.20%
DDS,249.69,140600,2021-12-23,-2.50%,4852476000,9.01,+351.27%
DEA,22.52,611200,2021-12-23,+0.76%,1939828000,17.06,+1.58%
DEN,72.62,565000,2021-12-23,+0.93%,3639860000,30.36,+181.47%
DENN,15.82,329600,2021-12-23,+1.61%,1002767000,51.9,+15.47%
DFIN,47.06,124500,2021-12-23,+0.81%,1559757000,19.37,+158.15%
DGICA,14.24,35800,2021-12-23,-0.63%,446125000,15.58,0.00%
DGII,24.83,88900,2021-12-23,+0.89%,854276000,82.03,+29.93%
DHC,2.67,1055100,2021-12-23,+0.75%,638117000,22.08,-36.58%
DHIL,193.83,5400,2021-12-23,+2.39%,614771000,10.63,+26.60%
DHT,5.25,951900,2021-12-23,-1.32%,896690000,0,-2.23%
DIBS,12.75,223800,2021-12-23,+2.99%,482919000,0,N/A
DIN,82.1,155000,2021-12-23,+1.96%,1413515000,14.3,+30.61%
DIOD,107.54,136700,2021-12-23,+0.99%,4841236000,24.54,+57.98%
DJCO,356.7,1600,2021-12-23,+0.54%,492246000,0,-0.91%
DK,14.69,686900,2021-12-23,-2.20%,1088896000,0,-8.07%
DLTH,15.14,56600,2021-12-23,+0.87%,449628000,14.3,+33.63%
DLX,31.6,102000,2021-12-23,+0.03%,1346349000,7.07,+25.75%
DM,5.35,3777500,2021-12-23,+2.88%,1663925000,0,-74.88%
DMRC,42.9,79600,2021-12-23,+0.14%,726382000,0,-16.60%
DMS,4.38,22500,2021-12-23,+1.15%,271083000,30.93,-63.80%
DMTK,17.96,369900,2021-12-23,+1.18%,533717000,0,-23.25%
DNAY,6.31,235400,2021-12-23,-14.38%,184927000,0,N/A
DNLI,47.45,303200,2021-12-23,+1.43%,5794878000,334.14,-46.12%
DNMR,8.97,2902600,2021-12-23,+2.63%,900086000,0,-60.50%
DNOW,8.56,693100,2021-12-23,+2.03%,946385000,0,+24.06%
DNUT,16.91,1569100,2021-12-23,+6.35%,2828215000,0,N/A
DOC,18.25,1025900,2021-12-23,0.00%,4020275000,17.38,+2.36%
DOCN,81.26,1249800,2021-12-23,+2.55%,8870829000,0,N/A
DOMO,50.64,286400,2021-12-23,-1.52%,1651371000,0,-27.06%
DOOR,115.2,95800,2021-12-23,+0.25%,2739340000,15.51,+14.40%
DORM,106.42,107700,2021-12-23,+1.06%,3365426000,23.35,+21.19%
DRH,9.54,1172100,2021-12-23,-0.10%,2009315000,0,+14.25%
DRIO,13.65,85500,2021-12-23,+0.37%,226262000,0,+3.02%
DRNA,38,2386600,2021-12-23,-0.16%,2968902000,0,+64.15%
DRQ,19.4,306300,2021-12-23,-0.51%,686488000,0,-37.32%
DRRX,1.01,1257900,2021-12-23,+4.11%,229781000,0,-54.50%
DS,1.53,1161600,2021-12-23,+3.38%,140902000,0,-45.36%
DSGN,18.37,100200,2021-12-23,+5.09%,1022511000,0,N/A
DSKE,9.69,181100,2021-12-23,+0.73%,605518000,10.13,+65.92%
DSP,10.19,411600,2021-12-23,+6.48%,617718000,0.97,N/A
DTIL,8.47,354600,2021-12-23,+4.18%,514696000,0,-15.72%
DVAX,14.15,1321300,2021-12-23,+0.78%,1697321000,0,+152.68%
DX,16.68,544900,2021-12-23,+1.83%,611589000,9.25,-6.34%
DXPE,24.97,47000,2021-12-23,+0.12%,468212000,25.71,+13.55%
DY,91.26,186800,2021-12-23,+2.64%,2754317000,61.74,+23.64%
DYN,12.9,152800,2021-12-23,+3.95%,664711000,0,-45.11%
DZSI,15.09,72000,2021-12-23,+3.29%,411037000,0,-6.45%
EAF,11.65,987000,2021-12-23,+0.60%,3066536000,6.73,+30.31%
EAR,5.27,1042900,2021-12-23,+5.40%,206916000,1.68,-90.47%
EAT,37.28,735500,2021-12-23,+1.47%,1693183000,11.66,-35.78%
EB,17.6,504300,2021-12-23,+0.98%,1672159000,0,-6.28%
EBC,20.16,438200,2021-12-23,-0.84%,3765041000,22.84,+20.86%
EBET,17.72,35300,2021-12-23,-0.39%,234453000,0,N/A
EBF,19.32,155200,2021-12-23,+0.42%,504658000,17.33,+15.55%
EBIX,30.83,125800,2021-12-23,+1.75%,953973000,9.71,-16.61%
EBS,45.52,547900,2021-12-23,+1.86%,2448930000,8.64,-52.11%
EBTC,46.04,25600,2021-12-23,+3.72%,553723000,13.02,+81.69%
ECOL,30.56,351500,2021-12-23,+1.70%,963006000,68.3,-15.46%
ECOM,24.71,111600,2021-12-23,-1.12%,742511000,41.65,+48.77%
ECPG,60.23,132700,2021-12-23,-0.17%,1763052000,5.9,+60.40%
ECVT,10.22,484800,2021-12-23,+1.79%,1400753000,10.57,-26.37%
EDIT,29.94,1041100,2021-12-23,+1.35%,2047866000,0,-63.31%
EEX,3.4,155500,2021-12-23,-1.45%,238452000,0,-33.33%
EFC,17.03,448700,2021-12-23,+0.35%,977999000,9.59,+12.41%
EFSC,46.51,205900,2021-12-23,-0.28%,1784682000,10.46,+32.24%
EGAN,10.2,47900,2021-12-23,+1.09%,320158000,59.35,-19.43%
EGBN,56.83,89900,2021-12-23,+0.58%,1815719000,10.41,+39.84%
EGHT,17.63,3304900,2021-12-23,+1.67%,2008938000,0,-48.99%
EGLE,41.39,129400,2021-12-23,+0.56%,562531000,4.9,+126.05%
EGP,217.3,184600,2021-12-23,+0.31%,8840631000,37.03,+60.97%
EGRX,54.72,82400,2021-12-23,-0.26%,706654000,133.8,+16.10%
EHTH,26.85,358100,2021-12-23,+0.37%,708518000,0,-63.24%
EIG,40.58,55000,2021-12-23,-0.42%,1134779000,14.61,+28.13%
EIGR,5.32,847800,2021-12-23,+0.19%,180752000,0,-47.33%
ELF,31.62,167000,2021-12-23,+1.38%,1645220000,52.86,+33.47%
ELY,27.01,1427000,2021-12-23,-0.04%,5023050000,34.2,+11.89%
ELYM,14.19,150200,2021-12-23,+31.02%,376716000,0,N/A
EME,125.55,133600,2021-12-23,+0.88%,6701106000,17.7,+36.68%
EMKR,7.18,238700,2021-12-23,+4.36%,264834000,12.74,+53.26%
ENDP,4.25,4217100,2021-12-23,+2.91%,993102000,1.41,-26.47%
ENR,38.5,359600,2021-12-23,+0.65%,2574302000,11.02,-11.11%
ENS,77.5,195500,2021-12-23,+1.68%,3246552000,15.78,-6.81%
ENSG,81.8,161000,2021-12-23,-0.41%,4519860000,25.43,+12.73%
ENTA,76.36,154100,2021-12-23,-1.29%,1552017000,0,+80.52%
ENV,81.38,290500,2021-12-23,+0.01%,4446929000,47.31,-1.20%
ENVA,40.4,139900,2021-12-23,+0.95%,1471409000,5.09,+56.95%
EOLS,6.96,254700,2021-12-23,+0.87%,386816000,0,+83.64%
EOSE,8.57,467900,2021-12-23,+0.23%,460200000,0,-62.95%
EPAC,20.01,176100,2021-12-23,+2.46%,1205382000,28.3,-7.40%
EPAY,56.52,617500,2021-12-23,+0.05%,2553178000,706.13,+13.02%
EPC,44.58,294900,2021-12-23,-1.52%,2430234000,14.94,+25.05%
EPRT,27.93,442900,2021-12-23,+0.72%,3395562000,22.36,+33.13%
EPZM,3.03,1581700,2021-12-23,+0.33%,314802000,0,-74.34%
EQBK,33.28,43500,2021-12-23,+0.24%,560801000,9.22,+56.24%
EQC,26.01,713500,2021-12-23,+0.19%,3144739000,0,-1.48%
ERAS,14.52,255800,2021-12-23,+4.16%,1760550000,0,N/A
ERII,21.1,205700,2021-12-23,+1.69%,1196771000,94.32,+53.90%
ESCA,15.69,13400,2021-12-23,+0.58%,211642000,8.86,-29.89%
ESE,86.66,209500,2021-12-23,+0.70%,2261912000,32.35,-14.46%
ESGC,0.2589,7257400,2021-12-23,+2.49%,38062000,0,-86.37%
ESGR,248.91,45000,2021-12-23,+2.31%,4576457000,0,+22.66%
ESNT,44.49,308200,2021-12-23,+0.98%,4913120000,7.91,+0.70%
ESPR,5.38,1785700,2021-12-23,+4.47%,156434000,0,-80.89%
ESRT,9.03,2030700,2021-12-23,+1.92%,1565910000,12.66,-5.15%
ESTE,10.34,398900,2021-12-23,+1.47%,906373000,11.71,+83.66%
ETD,25.45,171700,2021-12-23,+1.03%,642867000,8.96,+26.49%
ETNB,13.31,50600,2021-12-23,+2.70%,269953000,0,-50.22%
ETRN,10.17,1445200,2021-12-23,+1.09%,4398536000,13.24,+25.09%
ETWO,10.91,1279900,2021-12-23,+3.31%,3273022000,0,-3.02%
EVC,7.01,253700,2021-12-23,+2.34%,598836000,12.92,+159.63%
EVCM,16.78,233000,2021-12-23,+1.70%,3278158000,0,N/A
EVER,15.8,285200,2021-12-23,-1.74%,467427000,0,-60.60%
EVH,26.98,184000,2021-12-23,+0.22%,2412309000,0,+64.31%
EVI,31.95,53900,2021-12-23,+3.73%,422060000,43.38,+2.14%
EVLO,6.79,595100,2021-12-23,-15.13%,362993000,0,-36.78%
EVOP,24.83,177800,2021-12-23,-0.72%,2070102000,29.77,-4.39%
EVRI,21.64,495200,2021-12-23,+0.70%,1968785000,23.36,+54.35%
EVTC,49.58,173400,2021-12-23,+0.94%,3568273000,20.13,+25.84%
EWCZ,29.25,238200,2021-12-23,+4.02%,1860944000,0,N/A
EWTX,16.03,591500,2021-12-23,+4.29%,790215000,0,N/A
EXLS,139.82,121700,2021-12-23,+1.03%,4656426000,34.95,+64.30%
EXPI,35.99,425900,2021-12-23,+0.14%,5309857000,76.47,-8.75%
EXPO,113.95,164800,2021-12-23,-5.05%,5938161000,62.18,+29.27%
EXTR,15,1257300,2021-12-23,+4.38%,1948185000,34.21,+112.77%
EYE,47.84,271900,2021-12-23,+1.77%,3956415000,28.49,+0.23%
EYPT,13.55,250300,2021-12-23,-0.37%,459264000,0,+185.26%
EZPW,7.1,413800,2021-12-23,+0.14%,398005000,18.66,+47.00%
FA,18.16,344200,2021-12-23,+2.48%,2776210000,0,N/A
FARO,70.31,27500,2021-12-23,+1.52%,1279923000,0,-1.65%
FATE,64.34,805200,2021-12-23,+0.37%,6144084000,0,-36.17%
FBC,47.04,230900,2021-12-23,+0.43%,2486722000,3.96,+15.69%
FBIO,2.62,329500,2021-12-23,+0.38%,261028000,0,-27.42%
FBK,43.37,88400,2021-12-23,-0.21%,2069270000,10.84,+24.34%
FBMS,38.58,31500,2021-12-23,+0.47%,810952000,13.06,+25.10%
FBNC,45.12,60900,2021-12-23,+0.94%,1606046000,11.7,+34.89%
FBP,13.59,849400,2021-12-23,+0.59%,2794716000,10.31,+47.72%
FBRT,15.38,170200,2021-12-23,+0.65%,675966000,14.42,N/A
FBRX,2.22,226200,2021-12-23,-1.99%,32756000,0,-65.92%
FC,45.64,41000,2021-12-23,+1.17%,652104000,180.44,+102.22%
FCBC,33.48,15300,2021-12-23,+0.42%,569729000,11.26,+51.91%
FCEL,6.46,14842801,2021-12-23,+0.94%,2368327000,0,-51.86%
FCF,15.92,277300,2021-12-23,+0.70%,1527333000,11.71,+49.34%
FCFS,69.9,259800,2021-12-23,+3.01%,2826266000,20.94,+1.57%
FCPT,28.67,200900,2021-12-23,-0.21%,2217710000,18.9,-1.98%
FDBC,58.6,2500,2021-12-23,+1.33%,330837000,12.33,-12.86%
FDMT,22.73,125200,2021-12-23,+6.56%,730519000,0,-41.22%
FDP,27.41,125800,2021-12-23,+1.97%,1303208000,15.02,+10.52%
FELE,91.42,67700,2021-12-23,+0.23%,4244721000,30.71,+32.22%
FF,7.59,186200,2021-12-23,+4.12%,332161000,27,-38.54%
FFBC,24.19,148100,2021-12-23,+0.25%,2267813000,10.87,+39.46%
FFIC,24.16,67700,2021-12-23,0.00%,741132000,8.85,+47.32%
FFIN,50.22,248400,2021-12-23,+0.56%,7154995000,31.02,+39.85%
FFWM,24.89,220100,2021-12-23,+1.18%,1121817000,10.21,+24.26%
FGEN,15.39,1258100,2021-12-23,+2.81%,1426807000,0,-61.98%
FHI,37.37,500600,2021-12-23,+0.65%,3619396000,12.06,+31.45%
FHTX,21.2,186400,2021-12-23,-3.02%,786350000,0,-14.24%
FIBK,39.11,364300,2021-12-23,+0.28%,2433854000,12.42,-3.46%
FISI,31.8,48900,2021-12-23,-0.03%,503648000,7.21,+41.02%
FIX,98.84,158400,2021-12-23,+0.92%,3562293000,25.18,+84.33%
FIXX,4.14,200000,2021-12-23,+1.72%,236601000,0,-67.96%
FIZZ,46.64,166300,2021-12-23,+0.30%,4352538000,25.69,+7.86%
FLDM,3.8,698900,2021-12-23,+2.70%,290647000,0,-41.81%
FLGT,100.21,469500,2021-12-23,-3.79%,2989364000,5.47,+113.49%
FLIC,21.23,91300,2021-12-23,+0.62%,501389000,11.28,+19.00%
FLL,11.53,91000,2021-12-23,+0.70%,394637000,42.41,+203.42%
FLMN,4.68,411600,2021-12-23,+0.86%,404244000,29,+44.00%
FLNT,2.27,171400,2021-12-23,+0.44%,179205000,0,-54.78%
FLOW,85.97,252800,2021-12-23,-0.05%,3608247000,33.21,+48.43%
FLR,24.53,654200,2021-12-23,-0.41%,3468837000,0,+48.22%
FLWS,22.45,610200,2021-12-23,+0.85%,1461967000,12.79,-12.48%
FLXS,25.7,14000,2021-12-23,+2.80%,173881000,9.62,-23.51%
FLYW,36.53,492200,2021-12-23,+3.37%,3823997000,0,N/A
FMBH,42.59,15600,2021-12-23,+0.54%,770368000,11.3,+25.08%
FMBI,20.14,211900,2021-12-23,+1.21%,2299182000,11.57,+27.31%
FMNB,18.34,37400,2021-12-23,+1.16%,519426000,8.67,+38.94%
FMTX,14.85,371700,2021-12-23,+4.58%,703964000,0,-62.26%
FN,118.02,97800,2021-12-23,+0.48%,4368865000,27.13,+53.75%
FNCH,10.79,130500,2021-12-23,+15.77%,512298000,0,N/A
FNKO,18.67,289100,2021-12-23,-1.69%,946980000,17.11,+71.92%
FNLC,30.65,20100,2021-12-23,+1.29%,336721000,9.86,+24.59%
FOA,3.99,3769600,2021-12-23,+2.31%,235159000,0,N/A
FOCS,59.5,377000,2021-12-23,+1.71%,4324043000,17.31,+31.72%
FOE,21.74,801800,2021-12-23,-0.14%,1798811000,17.99,+46.89%
FOLD,12.18,3647800,2021-12-23,+3.92%,3393823000,0,-49.71%
FOR,21.39,46500,2021-12-23,+0.09%,1060751000,8.38,+3.13%
FORA,9.23,55600,2021-12-23,+7.08%,300538000,0,N/A
FORM,44.51,158700,2021-12-23,+0.88%,3480994000,33.68,+6.33%
FORR,58.7,32700,2021-12-23,+0.19%,1125337000,54.25,+47.08%
FOSL,10.17,437200,2021-12-23,+3.46%,530325000,49.15,+6.38%
FOXF,163.69,93500,2021-12-23,+0.64%,6892004000,37.48,+54.60%
FPI,11.92,234800,2021-12-23,-0.08%,391214000,0,+40.07%
FRBA,14.24,15400,2021-12-23,-0.97%,267142000,8.41,+49.42%
