Symbol,Last,Volume,Time,%Chg,"Market Cap","P/E ttm","52W %Chg"
FRBK,3.75,246200,2021-12-23,+1.63%,222956000,12.3,+25.42%
FREE,10.49,102800,2021-12-23,-0.38%,403624000,33.97,-9.41%
FREQ,5.44,168900,2021-12-23,+0.74%,188235000,0,-83.43%
FRG,53.01,205200,2021-12-23,+0.47%,2136037000,18.13,+80.86%
FRGI,11.24,78300,2021-12-23,+5.84%,291802000,88.5,-4.42%
FRME,41.19,113400,2021-12-23,+0.54%,2220841000,10.93,+12.20%
FRO,7.08,1644700,2021-12-23,-0.42%,1399659000,0,+11.32%
FROG,30.29,570600,2021-12-23,+1.95%,2791678000,0,-55.32%
FRPH,57.47,7800,2021-12-23,-0.73%,540850000,107.2,+28.97%
FRST,14.97,21000,2021-12-23,+1.22%,367888000,11.2,+23.31%
FRTA,23.88,107800,2021-12-23,+0.21%,1599315000,14.62,+35.68%
FSBC,29,25200,2021-12-23,+1.19%,499496000,0,N/A
FSBW,33.19,14300,2021-12-23,+1.97%,271739000,7.09,+16.93%
FSP,6.27,328600,2021-12-23,-0.16%,662319000,10.3,+49.64%
FSR,17.22,3384600,2021-12-23,+0.76%,5100478000,0,+2.87%
FSS,42.37,254600,2021-12-23,+0.21%,2587620000,23.49,+32.20%
FTCI,7.52,405500,2021-12-23,-1.05%,639087000,0,N/A
FTHM,19.33,67100,2021-12-23,+5.34%,313068000,0,-46.66%
FTSI,26.18,62600,2021-12-23,-0.23%,368169000,0,+55.37%
FUBO,17.7,11737600,2021-12-23,+6.69%,2559137000,0,-66.34%
FUL,79.13,122600,2021-12-23,-0.26%,4158598000,23,+48.35%
FULC,18.1,189300,2021-12-23,+0.28%,733937000,0,+38.91%
FULT,16.94,670200,2021-12-23,+1.38%,2732490000,10.71,+31.42%
FUV,8.69,501200,2021-12-23,-3.12%,326570000,0,-39.44%
FWRD,116.6,124900,2021-12-23,+2.41%,3143303000,33.49,+54.25%
FXLV,11.07,270000,2021-12-23,-1.77%,1002444000,0,N/A
GABC,39.15,30900,2021-12-23,+0.41%,1039276000,12.03,+21.92%
GAN,9.52,522400,2021-12-23,+4.04%,401668000,0,-50.57%
GATO,10.8,516700,2021-12-23,-0.74%,746647000,0,+14.53%
GATX,103.07,66900,2021-12-23,+0.25%,3658985000,25.83,+22.53%
GBCI,56.03,153600,2021-12-23,+0.23%,6201792000,16.89,+22.07%
GBIO,8.2,334600,2021-12-23,+5.13%,466662000,0,-76.74%
GBL,24.35,11900,2021-12-23,+1.33%,657596000,7.85,+31.48%
GBOX,4.9,208700,2021-12-23,+1.45%,211577000,0,N/A
GBT,32.39,1535400,2021-12-23,+4.25%,2087373000,0,-28.42%
GBX,44.66,131600,2021-12-23,-0.78%,1453504000,41.29,+21.46%
GCI,5.61,1552500,2021-12-23,+6.65%,800081000,29.22,+110.90%
GCMG,10.09,191400,2021-12-23,+0.30%,1899654000,23.95,-25.31%
GCO,59.82,116200,2021-12-23,-0.81%,873791000,8.67,+111.08%
GCP,31.78,1718700,2021-12-23,0.00%,2335322000,42.37,+38.05%
GDEN,50.39,119600,2021-12-23,+0.60%,1464182000,14.11,+152.33%
GDOT,35.81,432700,2021-12-23,+1.16%,1958198000,24.25,-36.22%
GDYN,39.75,257500,2021-12-23,+0.08%,2593767000,132.4,+222.12%
GEF,57.23,175600,2021-12-23,+0.05%,2779031000,10.21,+22.44%
GEF.B,57.44,7000,2021-12-23,+0.02%,2789229000,10.26,+17.44%
GEO,7.67,1778500,2021-12-23,+0.79%,939844000,2.96,-12.94%
GERN,1.37,1484200,2021-12-23,+1.48%,441070000,0,-18.45%
GES,22.84,400400,2021-12-23,+0.93%,1484029000,7.62,+10.50%
GEVO,4.84,5263900,2021-12-23,-0.21%,977017000,0,+66.32%
GFF,28.91,316200,2021-12-23,+2.55%,1636682000,15.66,+43.19%
GHC,585.52,8500,2021-12-23,+0.44%,2899905000,9.01,+15.33%
GHL,18.02,57000,2021-12-23,+2.27%,333262000,5.51,+42.23%
GIC,41.18,53300,2021-12-23,+2.01%,1557180000,23.47,+13.60%
GIII,27.17,258200,2021-12-23,+0.44%,1319593000,7.62,+17.72%
GKOS,46.8,489300,2021-12-23,+2.52%,2194452000,0,-37.49%
GLDD,15.84,89600,2021-12-23,+0.57%,1041274000,29.72,+25.42%
GLNG,12.64,1003800,2021-12-23,-1.63%,1389692000,257,+35.91%
GLRE,7.4,48500,2021-12-23,+0.68%,250446000,7.42,+2.64%
GLSI,26.88,97200,2021-12-23,-7.28%,349924000,0,-32.92%
GLT,16.98,65700,2021-12-23,+0.59%,756035000,21.1,-0.12%
GLUE,20.94,100900,2021-12-23,+9.18%,973836000,0,N/A
GMRE,17.15,496500,2021-12-23,-1.10%,1101167000,18.25,+24.55%
GMS,58.04,148700,2021-12-23,+1.99%,2498970000,10.66,+93.40%
GMTX,2.91,306200,2021-12-23,+3.93%,125459000,0,N/A
GNK,15.27,422300,2021-12-23,+0.79%,640195000,6.13,+108.89%
GNL,14.95,692400,2021-12-23,-0.13%,1548880000,8.46,-10.80%
GNLN,1.02,1000300,2021-12-23,+4.62%,104313000,0,-76.11%
GNOG,10.69,874200,2021-12-23,-0.37%,836257000,0,-56.30%
GNTY,37.4,14400,2021-12-23,+1.19%,452053000,11.55,+34.97%
GNUS,1.2,4383600,2021-12-23,+5.26%,361160000,0,-25.00%
GNW,4.09,2186500,2021-12-23,-0.49%,2075209000,2.72,-3.99%
GOEV,8.51,2399400,2021-12-23,+1.79%,2030741000,0,-56.13%
GOGO,13.84,431600,2021-12-23,-0.79%,1521764000,0,+39.52%
GOLF,51.69,146500,2021-12-23,-0.48%,3805934000,16.65,+25.95%
GOOD,24.48,180200,2021-12-23,+0.45%,912321000,15.62,+38.70%
GOSS,11.64,617500,2021-12-23,+4.77%,890041000,0,+12.68%
GPI,187.95,139500,2021-12-23,+0.03%,3402081000,6.03,+56.09%
GPMT,12.1,254800,2021-12-23,+1.00%,650847000,12.35,+18.40%
GPRE,35.77,226900,2021-12-23,+0.06%,1917129000,0,+158.45%
GPRO,10.78,1043300,2021-12-23,+0.19%,1681637000,15.59,+25.06%
GRBK,29.88,211400,2021-12-23,+0.07%,1516709000,9.76,+28.79%
GRC,44.28,30600,2021-12-23,+1.30%,1156904000,36.12,+37.47%
GRPH,11.57,295000,2021-12-23,-1.11%,671974000,0,N/A
GRPN,25.41,649900,2021-12-23,-0.63%,751119000,41.24,-33.86%
GRTS,13.52,960100,2021-12-23,+6.04%,919198000,0,+225.00%
GRWG,13.6,1325600,2021-12-23,+2.56%,810655000,42.77,-67.01%
GSAT,1.25,4594700,2021-12-23,+2.46%,2241250000,0,+225.69%
GSBC,58.86,14700,2021-12-23,-0.39%,785133000,10.57,+17.70%
GSHD,138.09,76000,2021-12-23,+1.04%,5112782000,359.66,+9.64%
GSKY,11.46,391200,2021-12-23,+1.24%,2111310000,17.42,+144.35%
GT,21.07,2244300,2021-12-23,+1.44%,5926843000,10.87,+101.05%
GTBP,3.72,106900,2021-12-23,0.00%,113765000,0,-66.84%
GTHX,11.3,553900,2021-12-23,+2.91%,480499000,0,-43.73%
GTLS,157.24,195500,2021-12-23,+0.85%,5721019000,43.55,+28.96%
GTN,20.3,898900,2021-12-23,+2.53%,1945207000,8.11,+16.60%
GTS,35.6,56100,2021-12-23,-0.11%,847102000,20.96,+64.13%
GTY,31.15,129700,2021-12-23,-0.10%,1412434000,16.07,+10.78%
GTYH,5.99,65700,2021-12-23,+1.87%,344850000,0,+19.80%
GVA,38.36,287300,2021-12-23,+0.13%,1757923000,17.9,+40.36%
GWB,32.44,430300,2021-12-23,+1.22%,1790656000,8.73,+60.36%
GWRS,17.01,25800,2021-12-23,+2.29%,385260000,184.78,+15.09%
HA,19.24,409900,2021-12-23,+0.84%,985338000,0,+6.53%
HAE,54.16,232000,2021-12-23,+1.37%,2767846000,22.54,-54.08%
HAFC,22.8,164300,2021-12-23,+0.48%,693302000,8.73,+98.95%
HALO,40.24,566000,2021-12-23,+1.80%,5665270000,19.86,-5.65%
HARP,7.83,306200,2021-12-23,+3.71%,256425000,0,-56.11%
HASI,53.15,265200,2021-12-23,-1.19%,4178493000,34.48,-18.74%
HAYN,40.25,32900,2021-12-23,-0.84%,505781000,0,+60.42%
HBB,13.89,12000,2021-12-23,-0.57%,192890000,6.88,-18.87%
HBCP,41.85,7900,2021-12-23,+0.38%,361831000,7.07,+46.07%
HBIO,7.1,182700,2021-12-23,-0.14%,289758000,41.82,+64.35%
HBMD,21.51,100600,2021-12-23,+0.61%,404667000,15.72,+78.51%
HBNC,20.69,48300,2021-12-23,+0.88%,900449000,10.2,+33.66%
HBT,18.66,10100,2021-12-23,+1.74%,542166000,9.12,+22.52%
HCAT,39.48,368300,2021-12-23,+3.92%,2055131000,0,-11.74%
HCC,25.53,366000,2021-12-23,-0.97%,1312523000,38.48,+24.60%
HCCI,31.29,36800,2021-12-23,+1.07%,756842000,14.67,+54.37%
HCI,87.52,53400,2021-12-23,+1.97%,897168000,186.59,+69.38%
HCKT,20.66,45400,2021-12-23,+1.13%,615503000,22.21,+47.26%
HCSG,17.16,701200,2021-12-23,+0.53%,1279089000,17.78,-36.47%
HEAR,24.47,516200,2021-12-23,-2.20%,392645000,14.22,-3.93%
HEES,44.87,72100,2021-12-23,+2.35%,1621736000,26.1,+47.84%
HELE,245.35,61000,2021-12-23,+0.52%,5919805000,23.42,+9.88%
HFFG,7.98,32300,2021-12-23,-1.48%,414266000,28.93,-1.72%
HFWA,24.04,91400,2021-12-23,+1.39%,845414000,8.35,+4.89%
HGEN,4.05,1950100,2021-12-23,+7.14%,258463000,0,-80.11%
HGV,51.17,508100,2021-12-23,+2.85%,4387981000,29.26,+67.50%
HI,52.4,510700,2021-12-23,+1.89%,3785062000,13.57,+34.88%
HIBB,67.94,253600,2021-12-23,-2.09%,930031000,6.34,+39.51%
HIFS,391.54,2100,2021-12-23,-0.43%,833980000,15.91,+79.82%
HL,5.27,8075300,2021-12-23,-0.38%,2835993000,0,-12.75%
HLI,103.6,261800,2021-12-23,+1.79%,7076398000,16.47,+52.31%
HLIO,103.11,97200,2021-12-23,+2.56%,3340867000,26.05,+97.49%
HLIT,11.69,573900,2021-12-23,+2.10%,1199020000,71.56,+64.65%
HLNE,103.73,120200,2021-12-23,+2.78%,5594056000,24.98,+30.12%
HLX,3.38,1368700,2021-12-23,-3.43%,510005000,0,-19.52%
HMHC,16.26,389800,2021-12-23,+0.18%,2076093000,0,+379.65%
HMN,38.63,159200,2021-12-23,+2.11%,1602681000,10.09,-6.46%
HMPT,4.45,62000,2021-12-23,-1.11%,620900000,3.06,N/A
HMST,51.4,47500,2021-12-23,+1.02%,1051130000,9.25,+52.75%
HMTV,7.9,32200,2021-12-23,+2.46%,318141000,0,-25.89%
HNGR,17.42,60300,2021-12-23,+0.52%,674311000,18.44,-20.82%
HNI,41.14,101300,2021-12-23,+0.73%,1792017000,22.08,+16.71%
HNST,8.07,1491000,2021-12-23,-0.49%,734596000,0,N/A
HOFT,22.24,40000,2021-12-23,-0.94%,265145000,11.17,-28.85%
HOFV,1.78,1579500,2021-12-23,+2.30%,169892000,0,+33.83%
HOMB,24.36,322400,2021-12-23,+0.91%,3991289000,12.98,+24.60%
HONE,14.84,69400,2021-12-23,-0.20%,789904000,12.29,+37.03%
HOOK,2.51,160000,2021-12-23,+2.45%,65609000,0,-80.03%
HOPE,14.52,339200,2021-12-23,+0.76%,1745304000,9.87,+34.20%
HOV,125.49,73000,2021-12-23,-1.90%,784914000,6.26,+252.60%
HOWL,12.3,39500,2021-12-23,+4.68%,339222000,0,N/A
HP,24.75,846100,2021-12-23,-0.48%,2673050000,0,+0.98%
HPK,15.04,37600,2021-12-23,+0.40%,1432921000,65.13,-21.91%
HQI,20.4,5000,2021-12-23,+1.75%,280194000,32.34,+116.79%
HQY,44.9,698100,2021-12-23,+2.00%,3753685000,44.92,-34.74%
HR,31.17,535400,2021-12-23,-0.13%,4598885000,18.36,+6.56%
HRI,158.5,206000,2021-12-23,+2.26%,4700793000,24.22,+141.17%
HRMY,43.9,317900,2021-12-23,+2.95%,2566921000,26.65,+17.54%
HRTG,5.91,205700,2021-12-23,+4.05%,164771000,0,-42.95%
HRTX,10.18,1613100,2021-12-23,+3.77%,1037698000,0,-50.46%
HSC,17.12,920100,2021-12-23,+2.33%,1355973000,22.31,-0.52%
HSII,44.29,45900,2021-12-23,+1.61%,867729000,11.78,+50.24%
HSKA,170.79,35700,2021-12-23,-0.62%,1829332000,399.67,+13.42%
HSTM,26.14,113000,2021-12-23,+0.54%,825031000,113.04,+21.64%
HT,9.54,329500,2021-12-23,+0.63%,375103000,0,+17.78%
HTBI,30.88,35500,2021-12-23,+1.58%,503838000,13.82,+58.93%
HTBK,11.71,82400,2021-12-23,+1.47%,705762000,15.18,+30.98%
HTH,34.65,328800,2021-12-23,+0.79%,2735999000,6.71,+26.64%
HTLD,16.58,166100,2021-12-23,+0.48%,1308245000,17.19,-9.10%
HTLF,50.42,116900,2021-12-23,+0.64%,2130345000,10.12,+23.55%
HUBG,80.65,69800,2021-12-23,+0.49%,2792910000,23.75,+42.26%
HURN,48.9,39700,2021-12-23,-0.69%,1071790000,21.69,-14.48%
HVT,30.51,121500,2021-12-23,-1.07%,543688000,6.26,+7.89%
HWC,48.6,212000,2021-12-23,+0.66%,4219743000,9.68,+43.11%
HWKN,39.13,24700,2021-12-23,+1.03%,826152000,17.1,+51.23%
HY,41.58,72400,2021-12-23,+5.11%,699666000,0,-28.22%
HYFM,28.32,285000,2021-12-23,+3.24%,1260778000,0,-50.70%
HYLN,6.69,3142400,2021-12-23,+8.08%,1159464000,0,-63.44%
HYRE,4.85,184300,2021-12-23,+1.25%,104319000,0,-33.01%
HZO,56.26,151200,2021-12-23,+0.14%,1230124000,8.3,+51.11%
IAS,21.87,341700,2021-12-23,+1.16%,3366690000,0,N/A
IBCP,23.28,31900,2021-12-23,+0.47%,495329000,7.57,+25.03%
IBEX,13.88,13800,2021-12-23,+5.87%,256391000,13.24,-32.13%
IBIO,0.665,1611300,2021-12-23,+0.76%,144942000,0,-44.12%
IBOC,41.3,242600,2021-12-23,-0.02%,2617057000,10.67,+8.94%
IBP,139.02,225100,2021-12-23,+1.52%,4129033000,26.28,+30.10%
IBRX,7.15,1417400,2021-12-23,+8.83%,2842805000,0,-59.40%
IBTX,71.75,67900,2021-12-23,+0.97%,3080658000,13.41,+13.87%
ICAD,7.25,192400,2021-12-23,+5.53%,182040000,0,-46.49%
ICFI,101.1,24800,2021-12-23,+0.15%,1908263000,20.19,+35.47%
ICHR,45.45,116600,2021-12-23,+2.62%,1291280000,14.71,+50.50%
ICPT,17.87,711900,2021-12-23,+3.90%,528005000,0,-34.83%
ICVX,23.14,32700,2021-12-23,+2.89%,903432000,0,N/A
IDCC,72.62,83900,2021-12-23,+0.25%,2227836000,53.26,+17.57%
IDEX,1.28,19527602,2021-12-23,-5.88%,637032000,0,-41.28%
IDT,44.31,82500,2021-12-23,-0.98%,1141514000,30.03,+255.33%
IDYA,23.37,254900,2021-12-23,+0.34%,899675000,0,+78.13%
IEA,9.24,452500,2021-12-23,+0.98%,443289000,0,-46.93%
IESC,50.99,16800,2021-12-23,+1.07%,1055646000,13.6,+4.75%
IGMS,29.84,259500,2021-12-23,+5.55%,968666000,0,-65.19%
IGT,28.95,1641900,2021-12-23,+3.73%,5930610000,0,+77.06%
IHC,56.59,21300,2021-12-23,-0.02%,830458000,0,+39.28%
IHRT,20.98,240600,2021-12-23,+1.30%,2975216000,0,+74.98%
IIIN,38.82,139000,2021-12-23,-0.38%,753419000,11.36,+70.56%
IIIV,23.24,152500,2021-12-23,+1.66%,749908000,54.43,-29.17%
IIPR,250.91,103300,2021-12-23,-0.50%,6003772000,41.27,+32.93%
IIVI,67.99,1077600,2021-12-23,+0.30%,7216458000,21.59,-11.59%
IKNA,14.84,206000,2021-12-23,-1.33%,532860000,0,N/A
ILPT,24.01,238200,2021-12-23,+0.25%,1570374000,12.88,+5.72%
IMAX,18.38,290900,2021-12-23,-0.49%,1085927000,0,+8.63%
IMGN,7.5,3989200,2021-12-23,+2.74%,1519643000,0,+7.76%
IMGO,22.89,158700,2021-12-23,+5.92%,767479000,0,N/A
IMKTA,87.15,66600,2021-12-23,-0.30%,1655326000,6.8,+112.92%
IMPL,9.93,84700,2021-12-23,+1.22%,228777000,0,N/A
IMRX,20.5,545100,2021-12-23,-10.99%,531790000,0,N/A
IMUX,9.9,202600,2021-12-23,+0.51%,259865000,0,-43.53%
IMVT,7.96,448500,2021-12-23,+2.18%,915400000,0,-83.76%
IMXI,15.75,125600,2021-12-23,-0.25%,608170000,12.43,+1.09%
INBK,44.64,13900,2021-12-23,+0.07%,439892000,9.8,+52.20%
INBX,44.47,121500,2021-12-23,-0.07%,1687859000,0,-3.60%
INDB,79.83,157000,2021-12-23,-0.27%,2637902000,16.92,+7.59%
INDT,78.7,22300,2021-12-23,+0.83%,800693000,0,+23.43%
INFI,2.55,565200,2021-12-23,0.00%,226988000,0,+20.85%
INFN,9.55,977800,2021-12-23,+1.27%,2013025000,0,-13.42%
INFU,16.91,46400,2021-12-23,+1.44%,349175000,30.87,-11.70%
INGN,32.65,89700,2021-12-23,-0.12%,741939000,66.71,-25.11%
INN,9.77,409300,2021-12-23,+0.21%,1040026000,162.5,+9.41%
INNV,5.31,14188199,2021-12-23,-35.64%,719595000,0,N/A
INO,6.08,4017300,2021-12-23,+1.50%,1279147000,0,-39.62%
INS,40.23,26000,2021-12-23,+2.73%,350025000,40.37,+1.11%
INSG,6.32,1172800,2021-12-23,+2.93%,664396000,0,-62.29%
INSM,28.28,613200,2021-12-23,-0.49%,3347560000,0,-20.23%
INSP,239.18,189100,2021-12-23,+1.62%,6543484000,0,+25.36%
INST,23.11,57400,2021-12-23,+0.52%,3245199000,0,N/A
INSW,14.7,414100,2021-12-23,-2.78%,745128000,0,-11.12%
INT,26.59,454400,2021-12-23,-0.60%,1679690000,24.32,-14.28%
INTA,24.99,111300,2021-12-23,-0.04%,1524115000,0,N/A
INVA,17.59,255000,2021-12-23,+0.86%,1222364000,5.59,+47.32%
INVE,24.43,153600,2021-12-23,+4.31%,542517000,0,+237.43%
INZY,7.14,20200,2021-12-23,+6.41%,168968000,0,-72.31%
IOSP,89.52,74400,2021-12-23,+0.87%,2206399000,18.57,+0.92%
IPAR,102.14,97400,2021-12-23,+1.01%,3241310000,31.11,+71.72%
IPI,43.34,57500,2021-12-23,+2.24%,582619000,43.26,+175.70%
IPSC,18.17,177300,2021-12-23,+5.39%,992827000,0,N/A
IRBT,68.94,300100,2021-12-23,+1.97%,1858485000,27.48,-20.40%
IRDM,42.29,401800,2021-12-23,-0.77%,5590823000,0,+7.34%
IRMD,45.92,29000,2021-12-23,+0.86%,566745000,94.85,+95.32%
IRT,23.56,3054300,2021-12-23,+0.30%,2476439000,29,+79.16%
IRTC,118.81,232000,2021-12-23,-0.56%,3496103000,0,-51.07%
IRWD,11.87,2288400,2021-12-23,+2.06%,1942526000,9.16,+0.51%
ISBC,14.89,1047700,2021-12-23,+1.71%,3688938000,11.01,+45.69%
ISEE,17,554700,2021-12-23,+3.09%,1948897000,0,+143.90%
ITCI,51.65,1240300,2021-12-23,+3.90%,4207564000,0,+68.19%
ITGR,85.79,163600,2021-12-23,+0.93%,2832700000,22.37,+5.02%
ITI,4.3,99500,2021-12-23,-0.23%,182028000,0,-25.22%
ITIC,194.22,6400,2021-12-23,+2.02%,367870000,5.58,+24.43%
ITOS,46.92,210900,2021-12-23,+1.98%,1655056000,158.66,+40.06%
ITRI,66.59,282400,2021-12-23,+1.03%,3014662000,39.7,-28.80%
IVC,2.28,761700,2021-12-23,-2.15%,79852000,0,-73.02%
IVR,2.86,3528600,2021-12-23,0.00%,891579000,6.98,-15.88%
JACK,84.86,199400,2021-12-23,+0.21%,1783163000,11.71,-9.42%
JANX,21.44,97200,2021-12-23,+6.09%,892161000,0,N/A
JBSS,89.32,50400,2021-12-23,+0.24%,1024500000,16.03,+16.51%
JBT,153,86100,2021-12-23,+0.20%,4860503000,36.97,+29.76%
JELD,25.49,711000,2021-12-23,+1.19%,2335496000,14.31,+6.34%
JJSF,155.95,118200,2021-12-23,-0.26%,2976304000,53,-0.24%
JNCE,8.38,181500,2021-12-23,+3.20%,429425000,0,+26.97%
JOAN,10.11,502600,2021-12-23,+1.92%,416340000,4.91,N/A
JOE,50.09,57800,2021-12-23,-0.02%,2949449000,50.61,+6.57%
JOUT,94.52,61300,2021-12-23,+0.44%,957203000,11.46,-12.70%
JRVR,27.14,368400,2021-12-23,+2.57%,1012078000,0,-44.75%
JW.A,55.43,115600,2021-12-23,+1.32%,3087340000,16.33,+23.29%
JYNT,64.69,102000,2021-12-23,-0.34%,932377000,110.02,+149.29%
KAI,224.16,16900,2021-12-23,+1.29%,2601153000,31.84,+62.93%
KALA,1.36,976100,2021-12-23,+1.49%,89080000,0,-82.61%
KALU,96.26,51700,2021-12-23,+1.32%,1526972000,37.11,+2.87%
KALV,14.44,86300,2021-12-23,+2.41%,353347000,0,-17.95%
"Downloaded from Barchart.com as of 12-26-2021 02:57pm CST"
